-8.000,8.000,-2.000
-7.975,7.975,-2.000
-7.950,7.950,-2.000
-7.925,7.925,-2.000
-7.900,7.900,-2.000
-7.875,7.875,-2.000
-7.850,7.850,-2.000
-7.825,7.825,-2.000
-7.800,7.800,-2.000
-7.775,7.775,-2.000
-7.750,7.750,-2.000
-7.725,7.725,-2.000
-7.700,7.700,-2.000
-7.675,7.675,-2.000
-7.650,7.650,-2.000
-7.625,7.625,-2.000
-7.600,7.600,-2.000
-7.575,7.575,-2.000
-7.550,7.550,-2.000
-7.525,7.525,-2.000
-7.500,7.500,-2.000
-7.475,7.475,-2.000
-7.450,7.450,-2.000
-7.425,7.425,-2.000
-7.400,7.400,-2.000
-7.375,7.375,-2.000
-7.350,7.350,-2.000
-7.325,7.325,-2.000
-7.300,7.300,-2.000
-7.275,7.275,-2.000
-7.250,7.250,-2.000
-7.225,7.225,-2.000
-7.200,7.200,-2.000
-7.175,7.175,-2.000
-7.150,7.150,-2.000
-7.125,7.125,-2.000
-7.100,7.100,-2.000
-7.075,7.075,-2.000
-7.050,7.050,-2.000
-7.025,7.025,-2.000
-7.000,7.000,-2.000
-6.975,6.975,-2.000
-6.950,6.950,-2.000
-6.925,6.925,-2.000
-6.900,6.900,-2.000
-6.875,6.875,-2.000
-6.850,6.850,-2.000
-6.825,6.825,-2.000
-6.800,6.800,-2.000
-6.775,6.775,-2.000
-6.750,6.750,-2.000
-6.725,6.725,-2.000
-6.700,6.700,-2.000
-6.675,6.675,-2.000
-6.650,6.650,-2.000
-6.625,6.625,-2.000
-6.600,6.600,-2.000
-6.575,6.575,-2.000
-6.550,6.550,-2.000
-6.525,6.525,-2.000
-6.500,6.500,-2.000
-6.475,6.475,-2.000
-6.450,6.450,-2.000
-6.425,6.425,-2.000
-6.400,6.400,-2.000
-6.375,6.375,-2.000
-6.350,6.350,-2.000
-6.325,6.325,-2.000
-6.300,6.300,-2.000
-6.275,6.275,-2.000
-6.250,6.250,-2.000
-6.225,6.225,-2.000
-6.200,6.200,-2.000
-6.175,6.175,-2.000
-6.150,6.150,-2.000
-6.125,6.125,-2.000
-6.100,6.100,-2.000
-6.075,6.075,-2.000
-6.050,6.050,-2.000
-6.025,6.025,-2.000
-6.000,6.000,-2.000
-5.975,5.975,-2.000
-5.950,5.950,-2.000
-5.925,5.925,-2.000
-5.900,5.900,-2.000
-5.875,5.875,-2.000
-5.850,5.850,-2.000
-5.825,5.825,-2.000
-5.800,5.800,-2.000
-5.775,5.775,-2.000
-5.750,5.750,-2.000
-5.725,5.725,-2.000
-5.700,5.700,-2.000
-5.675,5.675,-2.000
-5.650,5.650,-2.000
-5.625,5.625,-2.000
-5.600,5.600,-2.000
-5.575,5.575,-2.000
-5.550,5.550,-2.000
-5.525,5.525,-2.000
-5.500,5.500,-2.000
-5.475,5.475,-2.000
-5.450,5.450,-2.000
-5.425,5.425,-2.000
-5.400,5.400,-2.000
-5.375,5.375,-2.000
-5.350,5.350,-2.000
-5.325,5.325,-2.000
-5.300,5.300,-2.000
-5.275,5.275,-2.000
-5.250,5.250,-2.000
-5.225,5.225,-2.000
-5.200,5.200,-2.000
-5.175,5.175,-2.000
-5.150,5.150,-2.000
-5.125,5.125,-2.000
-5.100,5.100,-2.000
-5.075,5.075,-2.000
-5.050,5.050,-2.000
-5.025,5.025,-2.000
-5.000,5.000,-2.000
-4.975,4.975,-2.000
-4.950,4.950,-2.000
-4.925,4.925,-2.000
-4.900,4.900,-2.000
-4.875,4.875,-2.000
-4.850,4.850,-2.000
-4.825,4.825,-2.000
-4.800,4.800,-2.000
-4.775,4.775,-2.000
-4.750,4.750,-2.000
-4.725,4.725,-2.000
-4.700,4.700,-2.000
-4.675,4.675,-2.000
-4.650,4.650,-2.000
-4.625,4.625,-2.000
-4.600,4.600,-2.000
-4.575,4.575,-2.000
-4.550,4.550,-2.000
-4.525,4.525,-2.000
-4.500,4.500,-2.000
-4.475,4.475,-2.000
-4.450,4.450,-2.000
-4.425,4.425,-2.000
-4.400,4.400,-2.000
-4.375,4.375,-2.000
-4.350,4.350,-2.000
-4.325,4.325,-2.000
-4.300,4.300,-2.000
-4.275,4.275,-2.000
-4.250,4.250,-2.000
-4.225,4.225,-2.000
-4.200,4.200,-2.000
-4.175,4.175,-2.000
-4.150,4.150,-2.000
-4.125,4.125,-2.000
-4.100,4.100,-2.000
-4.075,4.075,-2.000
-4.050,4.050,-2.000
-4.025,4.025,-2.000

