-1.400561013724654913e-04 1.141282064054394141e-05 1.997027866309508681e-04 1.576755312271416187e-04 -1.455178426112979650e-04 -3.403081791475415230e-04 -8.029601303860545158e-05 3.827390028163790703e-04 4.146692517679184675e-04 -1.142137334682047367e-04 -5.824465770274400711e-04 -4.225010925438255072e-04 1.828348176786676049e-04 6.142369820736348629e-04 6.040831212885677814e-04 3.512268012855201960e-04 -1.012317006825469434e-04 -1.118145533837378025e-03 -2.870760858058929443e-03 -4.705052822828292847e-03 -5.482513457536697388e-03 -4.705052822828292847e-03 -2.870760858058929443e-03 -1.118145533837378025e-03 -1.012317006825469434e-04 3.512268012855201960e-04 6.040831212885677814e-04 6.142369820736348629e-04 1.828348176786676049e-04 -4.225010925438255072e-04 -5.824466352351009846e-04 -1.142137334682047367e-04 4.146692517679184675e-04 3.827390028163790703e-04 -8.029601303860545158e-05 -3.403081791475415230e-04 -1.455178426112979650e-04 1.576755457790568471e-04 1.997027866309508681e-04 1.141282064054394141e-05 -1.400561013724654913e-04
9.842473809840157628e-05 -8.038606210902798921e-06 -1.403549540555104613e-04 -1.107992866309359670e-04 1.022849901346489787e-04 2.391703601460903883e-04 5.642320684273727238e-05 -2.690085675567388535e-04 -2.914533251896500587e-04 8.027617877814918756e-05 4.093973257113248110e-04 2.969854103866964579e-04 -1.285108010051771998e-04 -4.317664424888789654e-04 -4.246403696015477180e-04 -2.468959137331694365e-04 7.116376218618825078e-05 7.860023179091513157e-04 2.018002560362219810e-03 3.307423088699579239e-03 3.853943431749939919e-03 3.307423088699579239e-03 2.018002560362219810e-03 7.860023179091513157e-04 7.116376218618825078e-05 -2.468959137331694365e-04 -4.246403696015477180e-04 -4.317664424888789654e-04 -1.285108010051771998e-04 2.969854103866964579e-04 4.093973257113248110e-04 8.027617877814918756e-05 -2.914533251896500587e-04 -2.690085675567388535e-04 5.642320684273727238e-05 2.391703601460903883e-04 1.022849901346489787e-04 -1.107992866309359670e-04 -1.403549540555104613e-04 -8.038606210902798921e-06 9.842473809840157628e-05
-5.741433778894133866e-05 4.696141786553198472e-06 8.187870116671547294e-05 6.462993042077869177e-05 -5.967455945210531354e-05 -1.395227154716849327e-04 -3.291157554485835135e-05 1.569358864799141884e-04 1.700308202998712659e-04 -4.683237057179212570e-05 -2.388459397479891777e-04 -1.732686650939285755e-04 7.497338810935616493e-05 2.519054396543651819e-04 2.477522357366979122e-04 1.440493360860273242e-04 -4.152091059950180352e-05 -4.585858841892331839e-04 -1.177383703179657459e-03 -1.929685357026755810e-03 -2.248548669740557671e-03 -1.929685357026755810e-03 -1.177383819594979286e-03 -4.585858841892331839e-04 -4.152091059950180352e-05 1.440493360860273242e-04 2.477522357366979122e-04 2.519054396543651819e-04 7.497338810935616493e-05 -1.732686650939285755e-04 -2.388459397479891777e-04 -4.683237057179212570e-05 1.700308202998712659e-04 1.569358864799141884e-04 -3.291157554485835135e-05 -1.395227154716849327e-04 -5.967455945210531354e-05 6.462993042077869177e-05 8.187870116671547294e-05 4.696141786553198472e-06 -5.741433778894133866e-05
1.676399733696598560e-05 -1.372248675579612609e-06 -2.390794725215528160e-05 -1.887038888526149094e-05 1.742521999403834343e-05 4.073927630088292062e-05 9.609324479242786765e-06 -4.582477413350716233e-05 -4.964860272593796253e-05 1.367495588056044653e-05 6.974364077905192971e-05 5.059563409304246306e-05 -2.189228689530864358e-05 -7.355843263212591410e-05 -7.234632357722148299e-05 -4.206401354167610407e-05 1.212472398037789389e-05 1.339121372438967228e-04 3.438088169787079096e-04 5.634892731904983521e-04 6.566009833477437496e-04 5.634892731904983521e-04 3.438088169787079096e-04 1.339121372438967228e-04 1.212472398037789389e-05 -4.206401354167610407e-05 -7.234632357722148299e-05 -7.355843263212591410e-05 -2.189228689530864358e-05 5.059563773102127016e-05 6.974364077905192971e-05 1.367495588056044653e-05 -4.964860272593796253e-05 -4.582477777148596942e-05 9.609324479242786765e-06 4.073927630088292062e-05 1.742521999403834343e-05 -1.887038888526149094e-05 -2.390794725215528160e-05 -1.372248675579612609e-06 1.676399733696598560e-05
2.378153840254526585e-05 -1.946214752024388872e-06 -3.391565769561566412e-05 -2.676987423910759389e-05 2.471898733347188681e-05 5.779258935945108533e-05 1.363199044135399163e-05 -6.500641029560938478e-05 -7.043077494017779827e-05 1.939908361237030476e-05 9.893677633954212070e-05 7.177351653808727860e-05 -3.105596988461911678e-05 -1.043477386701852083e-04 -1.026279860525391996e-04 -5.967052493360824883e-05 1.719963802315760404e-05 1.899630588013678789e-04 4.877152096014469862e-04 7.993461913429200649e-04 9.314312483184039593e-04 7.993461913429200649e-04 4.877152096014469862e-04 1.899630588013678789e-04 1.719963802315760404e-05 -5.967052493360824883e-05 -1.026279860525391996e-04 -1.043477386701852083e-04 -3.105596988461911678e-05 7.177351653808727860e-05 9.893677633954212070e-05 1.939908361237030476e-05 -7.043077494017779827e-05 -6.500641029560938478e-05 1.363199044135399163e-05 5.779258935945108533e-05 2.471898733347188681e-05 -2.676987423910759389e-05 -3.391565769561566412e-05 -1.946214752024388872e-06 2.378153840254526585e-05
-6.447589112212881446e-05 5.272377620713086799e-06 9.194820449920371175e-05 7.257951801875606179e-05 -6.701246456941589713e-05 -1.566816645208746195e-04 -3.695983832585625350e-05 1.762350730132311583e-04 1.909401617012917995e-04 -5.259150930214673281e-05 -2.682162157725542784e-04 -1.945741387316957116e-04 8.419285586569458246e-05 2.828798023983836174e-04 2.782150695566087961e-04 1.617611269466578960e-04 -4.662597712012939155e-05 -5.149720818735659122e-04 -1.322151278145611286e-03 -2.166953170672059059e-03 -2.525022719055414200e-03 -2.166953170672059059e-03 -1.322151278145611286e-03 -5.149720818735659122e-04 -4.662597712012939155e-05 1.617611269466578960e-04 2.782150695566087961e-04 2.828798023983836174e-04 8.419285586569458246e-05 -1.945741387316957116e-04 -2.682162157725542784e-04 -5.259150930214673281e-05 1.909401617012917995e-04 1.762350730132311583e-04 -3.695983832585625350e-05 -1.566816790727898479e-04 -6.701246456941589713e-05 7.257951801875606179e-05 9.194821177516132593e-05 5.272377620713086799e-06 -6.447589112212881446e-05
1.055750180967152119e-04 -8.619385880592744797e-06 -1.505489926785230637e-04 -1.188498717965558171e-04 1.097118365578353405e-04 2.565422328189015388e-04 6.052307435311377048e-05 -2.885446301661431789e-04 -3.126189112663269043e-04 8.610587246948853135e-05 4.391245311126112938e-04 3.185479436069726944e-04 -1.378426677547395229e-04 -4.631137126125395298e-04 -4.554682818707078695e-04 -2.648197987582534552e-04 7.632957567693665624e-05 8.430639863945543766e-04 2.164504723623394966e-03 3.547533648088574409e-03 4.133729264140129089e-03 3.547533648088574409e-03 2.164504723623394966e-03 8.430639863945543766e-04 7.632957567693665624e-05 -2.648197987582534552e-04 -4.554682818707078695e-04 -4.631137126125395298e-04 -1.378426677547395229e-04 3.185479436069726944e-04 4.391245311126112938e-04 8.610587246948853135e-05 -3.126189112663269043e-04 -2.885446301661431789e-04 6.052307435311377048e-05 2.565422328189015388e-04 1.097118365578353405e-04 -1.188498717965558171e-04 -1.505489926785230637e-04 -8.619385880592744797e-06 1.055750180967152119e-04
-1.473412121413275599e-04 1.200042606797069311e-05 2.100860292557626963e-04 1.658796390984207392e-04 -1.530797599116340280e-04 -3.580035699997097254e-04 -8.447431901004165411e-05 4.026348760817199945e-04 4.362241306807845831e-04 -1.201505874632857740e-04 -6.127158994786441326e-04 -4.444539954420179129e-04 1.923374074976891279e-04 6.461504963226616383e-04 6.354653160087764263e-04 3.694727784022688866e-04 -1.064897369360551238e-04 -1.176232821308076382e-03 -3.019897267222404480e-03 -4.949479363858699799e-03 -5.767328198999166489e-03 -4.949479363858699799e-03 -3.019897267222404480e-03 -1.176232821308076382e-03 -1.064897369360551238e-04 3.694727784022688866e-04 6.354653160087764263e-04 6.461505545303225517e-04 1.923374074976891279e-04 -4.444539954420179129e-04 -6.127158994786441326e-04 -1.201505874632857740e-04 4.362241306807845831e-04 4.026348760817199945e-04 -8.447431901004165411e-05 -3.580035699997097254e-04 -1.530797599116340280e-04 1.658796390984207392e-04 2.100860292557626963e-04 1.200042606797069311e-05 -1.473412121413275599e-04
1.900473725982010365e-04 -1.542874088045209646e-05 -2.709418185986578465e-04 -2.139797579729929566e-04 1.973889156943187118e-04 4.617198428604751825e-04 1.089724755729548633e-04 -5.192329990677535534e-04 -5.625423509627580643e-04 1.549422013340517879e-04 7.900851778686046600e-04 5.730802658945322037e-04 -2.480219118297100067e-04 -8.331330027431249619e-04 -8.193245739676058292e-04 -4.763698088936507702e-04 1.372924452880397439e-04 1.516547985374927521e-03 3.893643151968717575e-03 6.381498184055089951e-03 7.435965817421674728e-03 6.381498184055089951e-03 3.893643151968717575e-03 1.516547985374927521e-03 1.372924452880397439e-04 -4.763698379974812269e-04 -8.193245739676058292e-04 -8.331330027431249619e-04 -2.480219118297100067e-04 5.730802658945322037e-04 7.900851778686046600e-04 1.549422013340517879e-04 -5.625423509627580643e-04 -5.192329990677535534e-04 1.089724755729548633e-04 4.617198719643056393e-04 1.973889156943187118e-04 -2.139797579729929566e-04 -2.709418185986578465e-04 -1.542874088045209646e-05 1.900473725982010365e-04
-2.339815109735354781e-04 1.891762258310336620e-05 3.335195360705256462e-04 2.634786360431462526e-04 -2.429263404337689281e-04 -5.683809285983443260e-04 -1.341854513157159090e-04 6.391050410456955433e-04 6.924021290615200996e-04 -1.907088008010759950e-04 -9.723848197609186172e-04 -7.052560104057192802e-04 3.052593092434108257e-04 1.025263569317758083e-03 1.008222228847444057e-03 5.861942772753536701e-04 -1.689332129899412394e-04 -1.866185571998357773e-03 -4.791331943124532700e-03 -7.852748967707157135e-03 -9.150311350822448730e-03 -7.852748967707157135e-03 -4.791331943124532700e-03 -1.866185571998357773e-03 -1.689332129899412394e-04 5.861943354830145836e-04 1.008222228847444057e-03 1.025263569317758083e-03 3.052593092434108257e-04 -7.052560104057192802e-04 -9.723848197609186172e-04 -1.907088008010759950e-04 6.924021290615200996e-04 6.391050410456955433e-04 -1.341854513157159090e-04 -5.683809285983443260e-04 -2.429263404337689281e-04 2.634786360431462526e-04 3.335195360705256462e-04 1.891762258310336620e-05 -2.339815109735354781e-04
