9.200000e-01 1.080000e+00 0.000000e+00 2.260095e+00 4.258978e-01 4.258978e-01 3.987379e+00 1.200773e-01 1.200773e-01 7.084742e+00 4.324767e-04 4.324767e-04 
9.100000e-01 1.090000e+00 0.000000e+00 2.604959e+00 3.684326e-01 3.684326e-01 4.498058e+00 1.064356e-01 1.064356e-01 7.934568e+00 4.887211e-04 4.887211e-04 
9.000000e-01 1.100000e+00 0.000000e+00 2.964047e+00 3.233576e-01 3.233576e-01 5.012501e+00 9.550816e-02 9.550816e-02 8.772213e+00 5.457351e-04 5.457351e-04 
8.900000e-01 1.110000e+00 0.000000e+00 3.336143e+00 2.871149e-01 2.871149e-01 5.530797e+00 8.655564e-02 8.655564e-02 9.596426e+00 6.036119e-04 6.036119e-04 
8.800000e-01 1.120000e+00 0.000000e+00 3.719887e+00 2.574243e-01 2.574243e-01 6.052916e+00 7.908746e-02 7.908746e-02 1.040592e+01 6.624511e-04 6.624511e-04 
8.700000e-01 1.130000e+00 0.000000e+00 4.113919e+00 2.327374e-01 2.327374e-01 6.578684e+00 7.276493e-02 7.276493e-02 1.119936e+01 7.223613e-04 7.223613e-04 
8.600000e-01 1.140000e+00 0.000000e+00 4.517016e+00 2.119531e-01 2.119531e-01 7.107769e+00 6.734665e-02 6.734665e-02 1.197535e+01 7.834608e-04 7.834608e-04 
8.500000e-01 1.150000e+00 0.000000e+00 4.928199e+00 1.942599e-01 1.942599e-01 7.639649e+00 6.265608e-02 6.265608e-02 1.273242e+01 8.458787e-04 8.458787e-04 
8.400000e-01 1.160000e+00 0.000000e+00 5.346825e+00 1.790437e-01 1.790437e-01 8.173604e+00 5.856114e-02 5.856114e-02 1.346909e+01 9.097556e-04 9.097556e-04 
8.300000e-01 1.170000e+00 0.000000e+00 5.772640e+00 1.658307e-01 1.658307e-01 8.708688e+00 5.496118e-02 5.496118e-02 1.418384e+01 9.752431e-04 9.752431e-04 
8.200000e-01 1.180000e+00 0.000000e+00 6.205809e+00 1.542501e-01 1.542501e-01 9.243733e+00 5.177810e-02 5.177810e-02 1.487516e+01 1.042502e-03 1.042502e-03 
8.100000e-01 1.190000e+00 0.000000e+00 6.646902e+00 1.440085e-01 1.440085e-01 9.777338e+00 4.895046e-02 4.895046e-02 1.554162e+01 1.111702e-03 1.111702e-03 
8.000000e-01 1.200000e+00 0.000000e+00 7.096851e+00 1.348729e-01 1.348729e-01 1.030788e+01 4.642917e-02 4.642917e-02 1.618191e+01 1.183016e-03 1.183016e-03 
